Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1991,2042,2501,2522,2619,1374,2924,0.0
locust_view_page:open_page,4575,632,623,838,1055,1179,342,1375,0.0
locust_create_blog:blog_editor,251,438,485,540,554,580,303,619,0.0
locust_create_and_edit_page:create_page_editor,493,371,342,466,474,509,248,1091,0.0
locust_upload_attachment,426,678,623,898,1032,1177,443,2025,0.0
locust_view_blog,683,1413,1442,1908,2052,2395,479,2526,0.0
locust_like_page,259,65,63,84,86,126,26,133,0.0
locust_comment_page,392,178,178,225,235,273,118,298,0.0
locust_view_page:view_page_tree,4533,167,152,279,324,416,28,764,0.0
locust_create_blog:feel_and_publish,249,682,731,806,826,854,513,957,0.0
locust_create_and_edit_page:create_page,487,663,628,804,825,860,473,1196,0.0
locust_search_cql:recently_viewed,581,37,38,51,55,64,14,94,0.0
locust_view_attachment,253,170,138,281,294,360,104,408,0.0
locust_app_specific_action,494,341,287,524,712,805,190,1004,0.0
locust_create_and_edit_page:open_editor,482,244,240,291,296,333,174,454,0.0
locust_view_dashboard,548,1388,1150,1801,1832,1882,959,1924,0.0
locust_search_cql:search_results,579,392,386,443,486,1086,214,2036,0.0
locust_create_and_edit_page:edit_page,479,702,641,846,859,893,521,917,0.0
selenium_login:open_login_page,228,144,142,147,151,203,135,380,0.0
selenium_login:login_and_view_dashboard,228,804,788,879,899,930,711,1034,0.0
selenium_login,228,1035,1020,1109,1129,1165,941,1399,0.0
selenium_view_page,228,608,534,1064,1117,1165,351,1205,0.0
selenium_create_page:open_create_page_editor,228,764,754,861,898,935,615,1088,0.0
selenium_create_page:save_created_page,228,646,647,671,678,708,568,737,0.0
selenium_create_page,228,2059,2053,2154,2187,2246,1848,2280,0.0
selenium_edit_page:open_create_page_editor,228,1962,2090,2716,2776,2957,1026,3108,0.0
selenium_edit_page:save_edited_page,228,1005,914,1312,1346,1473,737,1660,0.0
selenium_edit_page,228,2992,3020,3762,3961,4125,1868,4216,0.0
selenium_create_comment:write_comment,228,674,668,747,773,843,360,1639,0.0
selenium_create_comment:save_comment,228,632,629,647,651,660,610,668,0.0
selenium_create_comment,228,1793,1732,2073,2137,2187,1520,2683,0.0
selenium_view_blog,228,1097,1054,1404,1605,1781,608,1902,0.0
selenium_view_dashboard,228,1643,1637,1668,1681,1696,1607,1724,0.0
selenium_app_custom_action:view_page,228,347,346,367,383,421,282,452,0.0
selenium_app_custom_action,228,347,346,367,383,422,282,453,0.0
selenium_log_out,228,168,158,209,215,226,140,242,0.0
