Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2302,2294,2403,2429,2552,2127,2667,0.0
locust_view_blog,671,1306,1242,1799,1878,1955,554,2251,0.0
locust_view_page:open_page,4574,611,551,935,980,1044,448,1177,0.0
locust_search_cql:recently_viewed,592,38,36,41,43,85,32,115,0.0
locust_view_dashboard,501,1717,1710,1786,1805,1907,1583,2069,0.0
locust_comment_page,419,145,142,157,167,203,130,206,0.0
locust_upload_attachment,417,548,454,850,895,1085,351,1163,0.0
locust_app_specific_action,498,275,202,614,643,729,136,1249,0.0
locust_view_attachment,275,126,110,181,188,225,86,259,0.0
locust_create_and_edit_page:create_page_editor,502,394,390,411,425,468,365,520,0.0
locust_view_page:view_page_tree,4525,67,64,96,107,136,21,1104,0.0
locust_search_cql:search_results,587,439,409,481,529,1443,253,6344,0.0
locust_create_and_edit_page:create_page,499,657,649,692,710,750,607,1714,0.0
locust_like_page,246,62,65,70,72,98,38,135,0.0
locust_create_blog:blog_editor,240,443,438,463,472,520,409,609,0.0
locust_create_and_edit_page:open_editor,492,245,242,258,270,303,225,365,0.0
locust_create_blog:feel_and_publish,235,657,655,695,716,739,3,765,0.0
locust_create_and_edit_page:edit_page,484,686,681,721,739,770,642,786,0.0
selenium_login:open_login_page,242,144,142,147,150,192,134,377,0.0
selenium_login:login_and_view_dashboard,242,740,727,801,811,847,682,891,0.0
selenium_login,242,971,960,1028,1043,1090,913,1258,0.0
selenium_view_page,242,509,445,833,866,1089,289,1171,0.0
selenium_create_page:open_create_page_editor,242,738,734,807,847,893,583,2173,0.0
selenium_create_page:save_created_page,242,667,677,697,710,731,568,1109,0.0
selenium_create_page,242,2058,2048,2142,2173,2241,1809,3957,0.0
selenium_edit_page:open_create_page_editor,242,2001,2152,2697,2790,2956,1001,3126,0.0
selenium_edit_page:save_edited_page,242,871,795,1171,1259,1303,638,1412,0.0
selenium_edit_page,242,2899,2922,3728,3874,4024,1735,4560,0.0
selenium_create_comment:write_comment,242,674,666,724,767,1294,359,1626,0.0
selenium_create_comment:save_comment,242,630,628,643,648,655,610,660,0.0
selenium_create_comment,242,1765,1700,2056,2120,2450,1440,2636,0.0
selenium_view_blog,242,704,644,1181,1266,1312,489,1384,0.0
selenium_view_dashboard,242,1631,1620,1667,1689,1727,1598,1784,0.0
selenium_app_custom_action:view_page,242,323,326,347,358,383,269,747,0.0
selenium_app_custom_action,242,323,326,348,358,384,269,747,0.0
selenium_log_out,242,163,158,199,206,221,135,281,0.0
