Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
jmeter_clone_repo_via_ssh,4,8531,8381,9728,9894,10026,7304,10059,0.0
jmeter_create_repo_shallow_copy,12,39,30,35,84,132,14,144,0.0
jmeter_git_add,443,2,2,3,3,7,1,10,0.0
jmeter_git_commit,443,5,5,6,7,9,4,13,0.0
jmeter_git_push_via_ssh,191,334,303,421,502,721,17,2175,1.0
jmeter_git_fetch_via_ssh,189,713,539,705,799,997,188,39452,0.0
jmeter_clone_repo_via_http,8,9690,7148,13904,20941,26571,6221,27978,12.0
jmeter_git_push_via_http,252,299,284,361,422,530,111,976,0.0
jmeter_git_fetch_via_http,251,309,275,555,676,855,103,990,0.0
selenium_login:open_login_page,140,180,152,241,265,289,144,2005,0.0
selenium_login:login_get_started,140,595,317,330,355,420,289,38777,0.0
selenium_login,140,865,564,660,675,711,535,40878,0.0
selenium_view_dashboard,140,1177,1194,1293,1355,1671,376,2570,0.0
selenium_create_pull_request:create_pull_request,140,6524,6458,6669,6858,7212,5951,15849,0.0
selenium_create_pull_request:merge_pull_request,140,1399,1291,1804,1814,1885,1267,2350,0.0
selenium_create_pull_request,140,8981,8834,9441,9616,10065,8273,19401,0.0
selenium_view_projects,140,428,423,458,478,500,343,1259,0.0
selenium_view_project_repositories,140,258,253,269,288,336,236,652,0.0
selenium_view_repository,140,369,340,389,670,708,310,740,0.0
selenium_view_list_pull_requests,140,366,360,400,415,443,320,1033,0.0
selenium_view_pull_request_overview,140,675,495,1199,1232,1324,451,1378,0.0
selenium_view_pull_request_diff,140,683,575,959,979,1017,453,1064,0.0
selenium_view_pull_request_commits,140,936,929,969,987,1049,893,1058,0.0
selenium_comment_pull_request_file,140,1754,1741,1906,2001,2078,1519,2121,0.0
selenium_comment_pull_request_overview,140,1131,1129,1229,1244,1308,362,1334,0.0
selenium_view_branches,140,856,845,891,908,931,815,1400,0.0
selenium_view_commits,140,1178,1164,1242,1285,1363,1097,1859,0.0
selenium_app_custom_action:view_snippets_page,140,657,633,726,738,819,590,1889,0.0
selenium_app_custom_action,140,658,633,726,739,820,590,1889,0.0
selenium_log_out,140,157,155,164,172,196,145,220,0.0
