Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2326,2312,2494,2590,2724,2117,2745,0.0
locust_view_page:open_page,4692,639,586,888,951,1043,478,1419,0.0
locust_view_blog,710,1348,1300,1734,1833,1941,662,2193,0.0
locust_view_dashboard,518,1706,1697,1771,1795,1857,1605,1993,0.0
locust_create_and_edit_page:create_page_editor,544,393,389,412,435,480,364,560,0.0
locust_comment_page,442,160,153,195,206,230,127,284,0.0
locust_search_cql:recently_viewed,594,38,37,41,43,73,31,184,0.0
locust_view_attachment,260,128,112,188,207,223,88,272,0.0
locust_view_page:view_page_tree,4646,61,58,90,101,129,21,218,0.0
locust_like_page,246,60,64,70,73,93,36,126,0.0
locust_create_and_edit_page:create_page,541,654,650,685,699,747,606,981,0.0
locust_search_cql:search_results,594,480,446,498,569,1951,271,6594,0.0
locust_upload_attachment,426,561,508,774,862,1028,383,1150,0.0
locust_create_and_edit_page:open_editor,537,246,241,259,270,328,223,362,0.0
locust_create_and_edit_page:edit_page,533,682,678,710,728,771,635,853,0.0
locust_create_blog:blog_editor,239,446,443,472,497,544,406,565,0.0
locust_create_blog:feel_and_publish,238,657,649,693,720,757,609,810,0.0
selenium_login:open_login_page,247,137,133,138,140,171,124,971,0.0
selenium_login:login_and_view_dashboard,247,661,644,730,750,816,601,900,0.0
selenium_login,247,876,856,941,958,1030,807,1926,0.0
selenium_view_page,247,479,410,743,765,1120,320,1626,0.0
selenium_create_page:open_create_page_editor,247,663,657,740,764,836,536,2476,0.0
selenium_create_page:save_created_page,247,649,652,678,686,704,561,1437,0.0
selenium_create_page,247,1947,1943,2027,2054,2129,1750,5052,0.0
selenium_edit_page:open_create_page_editor,247,1651,1572,2446,2610,2746,942,3071,0.0
selenium_edit_page:save_edited_page,247,1766,748,1216,1482,20185,608,20239,0.0
selenium_edit_page,247,3439,2591,3542,4414,22175,1657,22602,0.0
selenium_create_comment:write_comment,247,643,641,697,720,1398,548,1605,0.0
selenium_create_comment:save_comment,247,615,614,625,630,651,598,672,0.0
selenium_create_comment,247,1684,1621,1910,1970,2356,1475,2680,0.0
selenium_view_blog,247,685,651,835,1162,1241,445,1512,0.0
selenium_view_dashboard,247,1547,1538,1572,1607,1671,1514,1732,0.0
selenium_log_out,247,138,137,143,146,170,130,209,0.0
