Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2407,2348,2620,2779,2992,2194,3134,0.0
locust_view_page:open_page,3290,620,546,1034,1116,1253,424,1500,0.0
locust_view_dashboard,346,1817,1804,1988,2065,2162,1616,2196,0.0
locust_create_and_edit_page:create_page_editor,358,354,349,379,396,423,320,450,0.0
locust_comment_page,300,148,140,196,205,235,105,283,0.0
locust_view_page:view_page_tree,3280,126,124,169,184,213,22,367,0.0
locust_app_specific_action,351,1111,1318,2181,2286,2519,0,2620,33.0
locust_search_cql:recently_viewed,413,34,34,38,40,68,26,93,0.0
locust_create_and_edit_page:create_page,356,594,590,636,649,681,542,720,0.0
locust_create_blog:blog_editor,180,378,373,405,424,440,347,463,0.0
locust_upload_attachment,333,623,550,993,1088,1360,333,1510,0.0
locust_view_blog,436,1189,1123,1314,1858,2046,970,2189,0.0
locust_create_and_edit_page:open_editor,351,217,215,236,243,268,196,290,0.0
locust_search_cql:search_results,413,479,461,566,613,1158,267,7025,0.0
locust_like_page,181,45,50,55,60,74,32,91,0.0
locust_view_attachment,192,132,116,190,212,235,84,265,0.0
locust_create_blog:feel_and_publish,180,598,592,641,655,693,545,760,0.0
locust_create_and_edit_page:edit_page,347,618,613,657,671,704,564,749,0.0
selenium_login:open_login_page,43,131,124,134,138,248,121,322,0.0
selenium_login:login_and_view_dashboard,43,857,840,966,994,1026,746,1036,0.0
selenium_login,43,1071,1048,1179,1215,1236,949,1247,0.0
selenium_view_page,43,526,477,835,952,991,269,1004,0.0
selenium_create_page:open_create_page_editor,43,753,751,845,856,866,567,866,0.0
selenium_create_page:save_created_page,43,647,646,681,712,737,573,749,0.0
selenium_create_page,43,2047,2048,2156,2161,2184,1844,2186,0.0
selenium_edit_page:open_create_page_editor,43,1893,1729,2661,2784,2919,1017,2992,0.0
selenium_edit_page:save_edited_page,43,916,826,1235,1298,1352,622,1377,0.0
selenium_edit_page,43,2833,2800,3765,3928,4003,1846,4019,0.0
selenium_create_comment:write_comment,43,691,691,777,812,871,375,897,0.0
selenium_create_comment:save_comment,43,628,626,641,649,650,614,650,0.0
selenium_create_comment,43,1816,1765,2146,2219,2253,1494,2269,0.0
selenium_view_blog,43,755,673,1242,1462,1507,543,1513,0.0
selenium_view_dashboard,43,1747,1732,1844,1897,1913,1663,1916,0.0
selenium_app_custom_action:view_page,43,3099,3182,3489,3611,3670,2269,3684,0.0
selenium_app_custom_action,43,3099,3182,3489,3611,3670,2270,3684,0.0
selenium_log_out,43,200,199,210,212,218,192,222,0.0
