Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,85,1375,1370,1433,1448,1509,1294,1578,0.0
locust_view_page:open_page,42,599,542,700,988,1029,507,1051,0.0
locust_view_dashboard,6,1255,1264,1274,1277,1279,1200,1280,0.0
locust_create_blog:blog_editor,2,54,54,55,55,55,52,55,100.0
locust_app_specific_action,5,307,225,496,565,621,189,635,0.0
locust_search_cql:recently_viewed,9,38,36,44,47,49,35,49,0.0
locust_upload_attachment,4,529,510,650,665,678,414,681,0.0
locust_comment_page,4,16,16,17,17,17,15,17,100.0
locust_view_page:view_page_tree,20,63,60,84,91,102,40,105,0.0
locust_like_page,4,68,69,70,70,70,66,70,0.0
locust_view_blog,6,545,548,614,615,615,425,615,100.0
locust_view_attachment,3,158,177,179,180,180,116,180,0.0
locust_create_blog:feel_and_publish,1,0,0,0,0,0,0,0,100.0
locust_search_cql:search_results,9,387,400,453,491,521,281,529,0.0
locust_create_and_edit_page:create_page_editor,2,54,54,54,54,54,53,54,100.0
locust_create_and_edit_page:create_page,1,0,0,0,0,0,0,0,100.0
selenium_login:open_login_page,3,210,138,312,334,352,136,356,0.0
selenium_login:login_and_view_dashboard,3,325,305,359,366,372,298,373,0.0
selenium_login,3,620,525,757,786,809,520,815,0.0
selenium_view_page,3,474,399,591,615,634,385,639,0.0
selenium_create_page:open_create_page_editor,2,20286,20286,20287,20287,20287,20284,20287,0.0
selenium_create_page,2,20286,20286,20287,20287,20287,20284,20287,0.0
selenium_edit_page:open_create_page_editor,2,20618,20618,20622,20622,20623,20613,20623,0.0
selenium_edit_page,2,20618,20618,20622,20623,20623,20614,20623,0.0
selenium_create_comment:write_comment,2,20297,20297,20298,20298,20298,20296,20298,0.0
selenium_create_comment,2,20776,20776,20830,20837,20843,20708,20844,0.0
selenium_view_blog,2,604,604,606,606,606,603,606,0.0
selenium_view_dashboard,2,1216,1216,1218,1219,1219,1213,1219,0.0
selenium_app_custom_action:view_page,2,306,306,316,317,318,295,318,0.0
selenium_app_custom_action,2,306,306,316,317,318,295,318,0.0
selenium_log_out,2,195,195,204,205,206,184,206,0.0
