Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,4385,4412,4767,4808,4922,3637,8892,0.0
locust_view_page,12355,1382,1387,1602,1713,1890,1055,3700,0.0
locust_create_blog_editor,732,1022,1014,1131,1146,1186,860,1921,0.0
locust_app_specific_action,1370,1049,1074,1284,1334,1391,662,1675,0.0
locust_create_page_editor,1343,976,1020,1076,1085,1115,817,1811,0.0
locust_view_page_tree,12338,188,177,240,279,450,74,914,0.0
locust_comment_page,1170,230,232,264,274,300,170,464,0.0
locust_create_blog,732,1681,1694,1821,1842,1879,1451,2472,0.0
locust_view_blog,1910,2218,2240,2677,2828,3202,1242,3394,0.0
locust_create_page,1337,1695,1749,1835,1851,1891,1466,3451,0.0
locust_search_recently_viewed,1582,93,96,105,108,119,73,245,0.0
locust_open_editor,1332,716,729,771,780,802,618,1001,0.0
locust_search_cql,1581,578,566,631,658,1571,344,6379,0.0
locust_upload_attachments,1181,1208,1043,1537,1709,2518,850,9463,0.0
locust_view_attachments,714,213,186,323,342,377,148,434,0.0
locust_edit_page,1326,1735,1778,1867,1883,1932,1501,2575,0.0
locust_like_page,662,178,173,201,205,221,140,243,0.0
locust_view_dashboard,1373,3481,3536,3837,3879,3986,2925,4287,0.0
selenium_login:open_login_page,169,208,197,249,270,286,190,919,0.0
selenium_login:login_and_view_dashboard,169,930,924,991,1010,1050,845,1307,0.0
selenium_login,169,1228,1217,1284,1310,1363,1127,2315,0.0
selenium_view_page,169,595,502,937,971,1042,408,1125,0.0
selenium_create_page:open_create_page_editor,169,1010,996,1054,1141,1200,888,2202,0.0
selenium_create_page:save_created_page,169,851,815,1101,1136,1306,717,1440,0.0
selenium_create_page,169,2517,2476,2756,2824,3126,2305,3174,0.0
selenium_edit_page:open_create_page_editor,169,2378,2253,2985,3309,3494,1316,3713,0.0
selenium_edit_page:save_edited_page,169,1209,1155,1565,1685,1851,917,1984,0.0
selenium_edit_page,169,3611,3627,4560,4674,4993,2311,5243,0.0
selenium_create_comment:write_comment,169,1160,1272,1411,1457,2105,799,2921,0.0
selenium_create_comment:save_comment,169,628,629,640,646,651,587,652,0.0
selenium_create_comment,169,2244,2309,2564,2825,3246,1819,3948,0.0
selenium_view_blog,169,1092,1043,1520,1654,1830,521,1946,0.0
selenium_view_dashboard,169,3362,3351,3429,3478,3736,3208,4235,0.0
selenium_app_custom_action:view_page,169,1017,1010,1059,1083,1109,938,1663,0.0
selenium_app_custom_action,169,1017,1010,1060,1083,1109,938,1663,0.0
selenium_log_out,169,293,276,354,367,381,257,732,0.0
