Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1516,1013,2722,2767,2853,70,2906,1.0
locust_view_page:open_page,671,767,730,1076,1208,1417,430,1666,0.0
locust_create_blog:blog_editor,35,521,534,593,626,938,393,1086,0.0
locust_view_attachment,49,201,177,317,352,382,126,398,0.0
locust_like_page,29,64,62,93,96,106,35,110,0.0
locust_upload_attachment,61,809,738,1150,1224,1502,553,1520,0.0
locust_search_cql:recently_viewed,92,47,43,78,99,122,20,157,0.0
locust_view_blog,107,1451,1481,1910,2192,2452,749,2619,0.0
locust_comment_page,71,213,200,285,304,390,140,427,0.0
locust_view_page:view_page_tree,629,302,270,525,603,695,52,773,0.0
locust_create_blog:feel_and_publish,33,750,771,851,862,913,624,935,0.0
locust_view_dashboard,88,1081,1810,1966,2002,2063,173,2063,0.0
locust_search_cql:search_results,84,270,286,518,580,836,37,1095,0.0
locust_create_and_edit_page:create_page_editor,70,416,442,493,531,574,305,578,0.0
locust_create_and_edit_page:create_page,63,741,759,873,890,906,583,915,0.0
locust_create_and_edit_page:open_editor,55,263,264,296,309,349,212,384,0.0
locust_create_and_edit_page:edit_page,50,763,766,886,902,940,612,945,0.0
selenium_login:open_login_page,20,145,104,122,164,726,98,867,0.0
selenium_login:login_and_view_dashboard,20,395,374,424,483,685,319,736,0.0
selenium_login,20,622,556,618,718,1488,520,1680,0.0
selenium_view_page,20,741,589,1512,1546,1852,277,1929,0.0
selenium_create_page:open_create_page_editor,19,820,751,852,967,1659,656,1832,0.0
selenium_create_page:save_created_page,19,609,605,633,663,681,581,685,0.0
selenium_create_page,19,1580,1502,1586,1752,2843,1350,3116,0.0
selenium_edit_page:open_create_page_editor,19,1381,1095,2192,2235,2507,1015,2575,0.0
selenium_edit_page:save_edited_page,19,898,842,1064,1107,1349,699,1409,0.0
selenium_edit_page,19,2299,2102,3159,3305,3595,1740,3668,0.0
selenium_create_comment:write_comment,19,659,657,766,892,1553,309,1718,0.0
selenium_create_comment:save_comment,19,607,607,613,617,617,599,617,0.0
selenium_create_comment,19,1684,1656,1828,1998,2614,1304,2768,0.0
selenium_view_blog,19,964,985,1247,1416,1530,576,1559,0.0
selenium_view_dashboard,19,20450,20442,20469,20492,20548,20418,20562,0.0
selenium_app_custom_action:view_page,19,908,883,985,1037,1198,762,1238,0.0
selenium_app_custom_action,19,909,883,985,1037,1199,762,1239,0.0
selenium_log_out,19,169,159,228,234,238,111,239,0.0
