Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1496,1484,1569,1595,1689,1394,1924,0.0
locust_view_page:open_page,4714,399,347,638,686,760,4,843,0.0
locust_view_attachment,264,100,90,142,153,186,70,232,0.0
locust_create_blog:blog_editor,255,223,220,239,250,311,193,385,0.0
locust_view_blog,701,627,581,773,1056,1140,391,1201,0.0
locust_view_dashboard,550,1018,1011,1073,1089,1119,3,1189,0.0
locust_upload_attachment,427,458,404,677,748,893,299,1261,0.0
locust_search_cql:recently_viewed,620,15,14,17,17,23,11,181,0.0
locust_like_page,251,27,29,33,34,43,16,87,0.0
locust_comment_page,418,69,66,88,96,112,50,127,0.0
locust_view_page:view_page_tree,4678,35,32,50,58,77,11,247,0.0
locust_create_and_edit_page:create_page_editor,515,198,196,215,225,259,168,286,0.0
locust_create_blog:feel_and_publish,254,357,353,390,404,437,303,477,0.0
locust_search_cql:search_results,616,356,345,416,462,1199,203,2914,0.0
locust_create_and_edit_page:create_page,506,348,345,381,397,422,297,475,0.0
locust_create_and_edit_page:open_editor,498,149,147,165,171,197,126,218,0.0
locust_create_and_edit_page:edit_page,490,366,362,398,417,458,319,504,0.0
selenium_login:open_login_page,120,112,104,148,161,173,97,307,0.0
selenium_login:login_and_view_dashboard,120,625,612,675,698,735,543,745,0.0
selenium_login,120,821,817,878,890,940,737,1134,0.0
selenium_view_page,120,584,617,760,785,900,360,1309,0.0
selenium_create_page:open_create_page_editor,120,686,684,751,778,823,569,1610,0.0
selenium_create_page:save_created_page,120,601,602,615,622,642,568,856,0.0
selenium_create_page,120,1870,1908,1976,1990,2049,1411,3091,0.0
selenium_edit_page:open_create_page_editor,120,1580,1524,2299,2610,2643,955,2717,0.0
selenium_edit_page:save_edited_page,120,816,747,994,1052,1219,618,1580,0.0
selenium_edit_page,120,2419,2292,3314,3425,3687,1692,3879,0.0
selenium_create_comment:write_comment,120,585,676,758,766,859,285,894,0.0
selenium_create_comment:save_comment,120,604,619,647,657,668,139,668,0.0
selenium_create_comment,120,1644,1664,2030,2070,2105,1051,2146,0.0
selenium_view_blog,120,637,583,1029,1111,1204,449,1528,0.0
selenium_view_dashboard,120,1026,1014,1066,1095,1167,980,1181,0.0
selenium_app_custom_action:view_page,120,12968,21006,21078,21097,21169,735,21339,0.0
selenium_app_custom_action,120,12968,21006,21078,21097,21169,736,21339,0.0
selenium_log_out,120,132,134,159,164,177,94,180,0.0
