Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
jmeter_clone_repo_via_http,9,8071,7938,10422,10473,10514,5427,10524,0.0
jmeter_create_repo_shallow_copy,16,27,26,32,35,37,11,37,0.0
jmeter_git_add,808,2,2,3,3,7,1,14,0.0
jmeter_git_commit,808,5,5,6,7,10,3,14,0.0
jmeter_git_push_via_http,472,474,450,719,771,890,95,1039,1.0
jmeter_git_fetch_via_http,469,348,216,852,971,1342,91,1930,0.0
jmeter_clone_repo_via_ssh,7,7563,8266,9004,9167,9297,3033,9330,14.000000000000002
jmeter_git_push_via_ssh,336,500,500,644,721,832,275,956,0.0
jmeter_git_fetch_via_ssh,336,531,272,1074,1240,1647,184,1870,0.0
selenium_login:open_login_page,30,161,148,169,178,356,142,429,0.0
selenium_login:login_get_started,30,327,310,381,415,475,267,494,0.0
selenium_login,30,584,551,666,711,889,526,950,0.0
selenium_view_dashboard,30,888,943,1527,1609,1734,293,1773,0.0
selenium_create_pull_request:create_pull_request,30,6653,6480,7365,7411,7765,5976,7902,0.0
selenium_create_pull_request:merge_pull_request,30,1687,1326,2320,2365,2706,778,2832,0.0
selenium_create_pull_request,30,9384,9174,10723,11054,11282,8274,11298,0.0
selenium_view_projects,30,438,430,486,518,568,341,588,0.0
selenium_view_project_repositories,30,256,254,276,282,286,239,287,0.0
selenium_view_repository,30,418,350,663,773,882,310,898,0.0
selenium_view_list_pull_requests,30,360,334,444,471,491,311,498,0.0
selenium_view_pull_request_overview,30,922,1010,1133,1170,1185,440,1189,0.0
selenium_view_pull_request_diff,30,544,488,772,883,950,429,973,0.0
selenium_view_pull_request_commits,30,975,900,1109,1484,1874,457,2018,0.0
selenium_comment_pull_request_file,30,1197,1164,1355,1417,1505,1054,1520,0.0
selenium_comment_pull_request_overview,30,934,956,1188,1260,1309,338,1327,0.0
selenium_view_branches,30,856,840,917,926,953,806,962,0.0
selenium_view_commits,30,1151,1149,1232,1264,1365,1064,1401,0.0
selenium_log_out,30,157,152,180,183,185,146,186,0.0
