Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2398,2364,2565,2650,2855,2223,2889,0.0
locust_view_page:open_page,12822,612,541,1013,1100,1241,425,2011,0.0
locust_view_blog,1897,1222,1132,1811,1935,2128,956,2582,0.0
locust_create_and_edit_page:create_page_editor,1356,354,348,379,397,451,324,561,0.0
locust_view_page:view_page_tree,12803,134,135,180,196,230,25,367,0.0
locust_upload_attachment,1200,604,523,983,1102,1342,355,1737,0.0
locust_view_dashboard,1396,1809,1781,1969,2047,2194,1616,2759,0.0
locust_create_and_edit_page:create_page,1352,596,587,635,660,744,549,1024,0.0
locust_create_blog:blog_editor,724,377,371,400,421,469,346,523,0.0
locust_create_and_edit_page:open_editor,1346,218,213,237,250,296,195,436,0.0
locust_create_blog:feel_and_publish,723,593,585,632,659,708,540,911,0.0
locust_search_cql:recently_viewed,1698,34,33,38,40,65,26,132,0.0
locust_like_page,697,46,50,56,59,80,31,115,0.0
locust_create_and_edit_page:edit_page,1340,619,610,660,688,760,560,1019,0.0
locust_search_cql:search_results,1697,480,465,572,641,1187,266,7027,0.0
locust_view_attachment,711,126,115,177,192,223,86,309,0.0
locust_comment_page,1282,143,135,183,200,232,104,312,0.0
selenium_login:open_login_page,246,130,128,134,135,163,119,349,0.0
selenium_login:login_and_view_dashboard,246,859,842,951,995,1076,753,1108,0.0
selenium_login,246,1070,1052,1167,1214,1295,958,1318,0.0
selenium_view_page,246,506,429,932,1004,1135,320,1257,0.0
selenium_create_page:open_create_page_editor,246,747,733,828,848,889,563,2220,0.0
selenium_create_page:save_created_page,246,648,641,692,709,723,566,959,0.0
selenium_create_page,246,2048,2030,2137,2171,2515,1805,3804,0.0
selenium_edit_page:open_create_page_editor,246,1884,1630,2682,2770,3070,962,3361,0.0
selenium_edit_page:save_edited_page,246,870,778,1219,1314,1373,634,1680,0.0
selenium_edit_page,246,2777,2745,3572,3814,4211,1658,4429,0.0
selenium_create_comment:write_comment,246,713,694,766,782,2037,391,2332,0.0
selenium_create_comment:save_comment,246,630,628,644,652,670,610,689,0.0
selenium_create_comment,246,1819,1738,2165,2272,3093,1539,3501,0.0
selenium_view_blog,246,769,677,1385,1480,1596,529,1849,0.0
selenium_view_dashboard,246,1748,1722,1852,1888,1971,1501,2099,0.0
selenium_log_out,246,128,126,134,137,165,121,233,0.0
