Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2404,2372,2608,2670,2810,2223,2905,0.0
locust_app_specific_action,1434,1940,1890,2701,2895,3324,511,3854,0.0
locust_upload_attachment,1177,651,564,1055,1179,1506,375,2151,0.0
locust_view_page:open_page,12185,640,560,1068,1176,1355,425,2462,0.0
locust_view_blog,1846,1231,1143,1464,2003,2247,947,2462,0.0
locust_view_page:view_page_tree,12169,131,127,177,195,247,21,488,0.0
locust_view_dashboard,1365,1900,1868,2107,2203,2358,1594,2927,0.0
locust_view_attachment,712,133,121,187,208,243,87,366,0.0
locust_comment_page,1129,153,146,203,218,261,106,321,0.0
locust_create_blog:blog_editor,722,386,379,419,444,501,347,597,0.0
locust_search_cql:recently_viewed,1645,35,34,39,42,82,26,174,0.0
locust_create_and_edit_page:create_page_editor,1418,363,356,394,420,475,325,595,0.0
locust_like_page,669,47,50,57,61,114,31,167,0.0
locust_create_blog:feel_and_publish,721,621,611,676,707,789,541,1953,0.0
locust_search_cql:search_results,1642,496,474,607,699,1661,265,7660,0.0
locust_create_and_edit_page:create_page,1414,612,599,660,689,802,545,2820,0.0
locust_create_and_edit_page:open_editor,1406,223,219,244,260,302,196,436,0.0
locust_create_and_edit_page:edit_page,1394,633,622,686,718,815,564,922,0.0
selenium_login:open_login_page,189,131,127,135,141,262,120,343,0.0
selenium_login:login_and_view_dashboard,189,910,896,1039,1075,1144,749,1212,0.0
selenium_login,189,1125,1109,1253,1313,1408,954,1425,0.0
selenium_view_page,189,566,500,1001,1067,1150,349,1181,0.0
selenium_create_page:open_create_page_editor,189,771,779,857,878,909,629,918,0.0
selenium_create_page:save_created_page,189,656,653,700,711,747,597,786,0.0
selenium_create_page,189,2094,2075,2190,2246,2572,1924,2611,0.0
selenium_edit_page:open_create_page_editor,189,1895,1687,2695,2768,3227,1004,3329,0.0
selenium_edit_page:save_edited_page,189,927,800,1296,1348,1506,634,1587,0.0
selenium_edit_page,189,2844,2875,3605,3921,4154,1692,4244,0.0
selenium_create_comment:write_comment,189,713,699,785,837,964,421,2254,0.0
selenium_create_comment:save_comment,189,632,629,645,651,673,614,708,0.0
selenium_create_comment,189,1878,1798,2250,2348,2490,1548,3349,0.0
selenium_view_blog,189,749,682,871,1451,1608,493,1650,0.0
selenium_view_dashboard,189,1789,1759,1925,1973,2051,1668,2183,0.0
selenium_app_custom_action:view_page,189,2984,3112,3568,3719,3937,1761,4032,0.0
selenium_app_custom_action,189,2984,3112,3568,3719,3937,1761,4032,0.0
selenium_log_out,189,201,199,210,213,225,192,280,0.0
