Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1620,1610,1690,1709,1786,1513,2096,0.0
locust_view_page:open_page,4697,361,320,571,627,693,3,762,0.0
locust_search_cql:recently_viewed,599,16,16,19,20,25,12,82,0.0
locust_view_dashboard,536,1157,1151,1215,1232,1287,1065,1368,0.0
locust_like_page,240,29,30,34,38,92,17,106,0.0
locust_view_attachment,242,96,86,139,149,164,69,174,0.0
locust_create_and_edit_page:create_page_editor,551,198,195,217,228,262,4,277,0.0
locust_upload_attachment,392,427,386,632,672,867,283,944,0.0
locust_view_page:view_page_tree,4650,40,38,57,64,84,3,149,0.0
locust_create_blog:blog_editor,252,222,219,241,255,293,190,309,0.0
locust_search_cql:search_results,591,448,435,505,548,1155,246,4149,0.0
locust_view_blog,711,619,571,731,1098,1168,287,1235,0.0
locust_create_and_edit_page:create_page,545,344,341,375,394,426,59,456,0.0
locust_create_blog:feel_and_publish,251,352,348,380,402,446,309,550,0.0
locust_comment_page,449,67,64,75,81,131,52,167,0.0
locust_create_and_edit_page:open_editor,532,147,144,162,173,222,126,249,0.0
locust_create_and_edit_page:edit_page,527,363,359,392,420,456,51,476,0.0
selenium_login:open_login_page,295,106,105,113,116,128,96,319,0.0
selenium_login:login_and_view_dashboard,295,628,624,670,679,708,565,753,0.0
selenium_login,295,819,813,861,873,911,751,1053,0.0
selenium_view_page,295,480,433,717,747,803,329,825,0.0
selenium_create_page:open_create_page_editor,295,746,728,847,872,909,592,1954,0.0
selenium_create_page:save_created_page,295,612,608,627,641,669,579,768,0.0
selenium_create_page,295,1831,1931,2021,2049,2088,1432,3355,0.0
selenium_edit_page:open_create_page_editor,295,1770,1796,2629,2693,2841,986,2944,0.0
selenium_edit_page:save_edited_page,295,801,760,973,1028,1109,603,1360,0.0
selenium_edit_page,295,2595,2748,3442,3552,3770,1671,4003,0.0
selenium_create_comment:write_comment,295,554,650,773,786,818,281,1315,0.0
selenium_create_comment:save_comment,295,600,627,667,680,706,142,713,0.0
selenium_create_comment,295,1596,1647,1890,2024,2131,815,2357,0.0
selenium_view_blog,295,604,567,663,1082,1140,410,1290,0.0
selenium_view_dashboard,295,1033,1023,1087,1109,1129,965,1149,0.0
selenium_log_out,295,102,101,108,110,119,93,180,0.0
