Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1867,1851,2047,2113,2282,1554,2483,0.0
locust_upload_attachments,1229,480,395,762,821,1068,270,1664,0.0
locust_create_page_editor,1401,167,163,190,203,240,133,565,0.0
locust_view_page,12730,335,287,533,648,764,206,1591,0.0
locust_view_blog,1837,611,543,982,1239,1416,241,2952,0.0
locust_view_dashboard,1480,1425,1401,1600,1681,1865,1149,2179,0.0
locust_create_page,1399,302,296,336,355,393,246,2418,0.0
locust_view_page_tree,12720,52,46,83,94,118,9,287,0.0
locust_comment_page,1197,49,47,56,60,83,38,217,0.0
locust_like_page,724,26,25,30,34,57,12,102,0.0
locust_open_editor,1396,133,128,152,161,198,106,1130,0.0
locust_search_recently_viewed,1718,12,11,13,15,29,5,249,0.0
locust_create_blog_editor,708,185,179,210,223,266,149,578,0.0
locust_edit_page,1392,318,310,352,372,428,263,2164,0.0
locust_search_cql,1717,632,583,731,841,2256,293,8555,0.0
locust_create_blog,707,303,298,341,357,392,247,588,0.0
locust_view_attachments,681,94,81,138,152,181,66,601,0.0
selenium_login:open_login_page,292,98,94,102,104,115,84,1258,0.0
selenium_login:login_and_view_dashboard,292,656,650,730,765,837,565,987,0.0
selenium_login,292,831,821,899,936,1075,732,2099,0.0
selenium_view_page,292,472,404,743,815,1031,280,1242,0.0
selenium_create_page:open_create_page_editor,292,644,637,710,729,778,507,1927,0.0
selenium_create_page:save_created_page,292,599,597,614,626,648,561,670,0.0
selenium_create_page,292,1876,1871,1944,1963,2018,1698,3112,0.0
selenium_edit_page:open_create_page_editor,292,1935,2017,2593,2659,2874,921,3253,0.0
selenium_edit_page:save_edited_page,292,777,712,957,1047,1313,628,1495,0.0
selenium_edit_page,292,2734,2748,3407,3507,3778,1628,4141,0.0
selenium_create_comment:write_comment,292,571,617,732,760,838,246,2206,0.0
selenium_create_comment:save_comment,292,473,609,646,651,667,117,672,0.0
selenium_create_comment,292,1456,1514,1810,1927,2093,717,3189,0.0
selenium_view_blog,292,640,558,1199,1278,1443,372,1737,0.0
selenium_view_dashboard,292,1072,1042,1171,1226,1526,983,1767,0.0
selenium_log_out,292,91,89,98,101,122,80,139,0.0
