Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2199,2193,2281,2311,2337,2081,2360,0.0
locust_create_blog:blog_editor,256,442,438,465,492,520,410,532,0.0
locust_view_page:open_page,4733,609,562,858,914,965,454,1074,0.0
locust_view_blog,685,1303,1248,1723,1803,1888,556,1952,0.0
locust_search_cql:recently_viewed,595,39,38,43,44,57,31,107,0.0
locust_create_and_edit_page:create_page_editor,520,392,389,409,425,457,361,483,0.0
locust_like_page,269,59,64,70,72,90,38,120,0.0
locust_create_blog:feel_and_publish,255,653,650,681,697,738,609,760,0.0
locust_view_page:view_page_tree,4690,55,51,85,98,123,22,200,0.0
locust_search_cql:search_results,587,429,441,486,512,1423,273,2165,0.0
locust_upload_attachment,455,543,487,771,818,1006,393,1100,0.0
locust_create_and_edit_page:create_page,517,650,645,682,700,727,604,754,0.0
locust_view_dashboard,500,1700,1694,1754,1773,1832,1585,1963,0.0
locust_view_attachment,262,125,111,176,187,206,84,250,0.0
locust_comment_page,435,162,152,200,213,260,127,295,0.0
locust_create_and_edit_page:open_editor,505,244,241,256,262,308,223,332,0.0
locust_create_and_edit_page:edit_page,498,677,674,699,713,740,637,771,0.0
selenium_login:open_login_page,251,136,133,138,140,147,126,723,0.0
selenium_login:login_and_view_dashboard,251,650,639,705,722,758,598,796,0.0
selenium_login,251,864,852,918,934,986,804,1554,0.0
selenium_view_page,251,480,422,746,776,858,326,925,0.0
selenium_create_page:open_create_page_editor,251,675,658,750,772,822,533,1788,0.0
selenium_create_page:save_created_page,251,643,647,672,680,694,562,702,0.0
selenium_create_page,251,1951,1940,2037,2066,2113,1771,3014,0.0
selenium_edit_page:open_create_page_editor,251,1638,1556,2580,2630,2726,956,2773,0.0
selenium_edit_page:save_edited_page,251,1301,760,1126,1240,20200,605,20226,0.0
selenium_edit_page,251,2961,2524,3405,3650,21830,1650,22976,0.0
selenium_create_comment:write_comment,251,658,647,703,718,1182,377,1617,0.0
selenium_create_comment:save_comment,251,615,614,624,628,633,601,678,0.0
selenium_create_comment,251,1711,1643,1950,1991,2286,1463,2724,0.0
selenium_view_blog,251,660,614,801,1163,1252,441,1496,0.0
selenium_view_dashboard,251,1546,1539,1577,1594,1610,1517,1649,0.0
selenium_app_custom_action:view_page,251,312,311,337,357,408,272,420,0.0
selenium_app_custom_action,251,312,311,338,357,408,272,421,0.0
selenium_log_out,251,156,155,172,176,190,133,200,0.0
