Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1869,1830,2104,2179,2587,1624,2803,0.0
locust_upload_attachments,1203,860,410,823,988,13081,287,33981,0.0
locust_view_page,12913,358,287,542,674,841,188,26790,0.0
locust_create_blog_editor,697,185,178,210,224,262,150,818,0.0
locust_comment_page,1227,49,47,56,61,94,38,354,0.0
locust_view_blog,1910,717,522,1154,1314,3014,273,29460,0.0
locust_like_page,695,25,24,30,32,61,12,137,0.0
locust_view_page_tree,12902,64,62,96,106,132,10,365,0.0
locust_search_recently_viewed,1644,12,11,14,15,22,6,77,0.0
locust_create_blog,697,297,292,333,348,389,245,489,0.0
locust_view_dashboard,1505,1462,1436,1663,1761,2023,1201,2243,0.0
locust_view_attachments,730,92,81,132,148,172,65,219,0.0
locust_search_cql,1641,612,576,765,849,1667,285,7838,0.0
locust_create_page_editor,1319,167,163,192,204,231,135,277,0.0
locust_create_page,1319,299,294,336,355,409,249,571,0.0
locust_open_editor,1314,131,127,151,161,187,106,463,0.0
locust_edit_page,1307,314,309,350,372,408,256,517,0.0
selenium_login:open_login_page,283,95,94,101,103,109,83,297,0.0
selenium_login:login_and_view_dashboard,283,684,673,761,804,856,577,917,0.0
selenium_login,283,855,845,945,979,1030,739,1099,0.0
selenium_view_page,283,558,405,746,821,2175,298,13871,0.0
selenium_create_page:open_create_page_editor,283,669,661,730,749,785,502,1949,0.0
selenium_create_page:save_created_page,283,598,596,610,616,639,559,688,0.0
selenium_create_page,283,1901,1893,1972,1986,2027,1730,3177,0.0
selenium_edit_page:open_create_page_editor,283,1859,2027,2584,2642,2921,920,3865,0.0
selenium_edit_page:save_edited_page,283,795,733,980,1087,1420,624,1642,0.0
selenium_edit_page,283,2676,2744,3396,3519,3825,1643,5526,0.0
selenium_create_comment:write_comment,283,512,381,752,781,1613,247,2649,0.0
selenium_create_comment:save_comment,283,460,611,649,655,665,121,676,0.0
selenium_create_comment,283,1480,1375,1844,1987,2536,746,18423,0.0
selenium_view_blog,283,805,559,1110,1308,3092,382,26271,0.0
selenium_view_dashboard,283,1098,1069,1212,1276,1570,993,1867,0.0
selenium_log_out,283,90,88,98,104,113,80,118,0.0
