Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,4344,4260,4701,4776,5211,3984,5350,0.0
locust_view_page,12722,1140,1082,1429,1525,1646,1004,2091,0.0
locust_view_blog,1877,1479,1402,1627,2173,2306,1085,2588,0.0
locust_search_recently_viewed,1668,74,73,76,77,94,67,383,0.0
locust_view_attachments,736,145,135,180,189,212,121,249,0.0
locust_create_page_editor,1443,785,782,807,818,847,747,1000,0.0
locust_view_page_tree,12704,99,97,114,121,149,72,396,0.0
locust_like_page,704,148,148,153,157,177,133,221,0.0
locust_view_dashboard,1402,3617,3561,3934,4077,4312,3225,4659,0.0
locust_search_cql,1667,639,614,744,829,1576,383,6508,0.0
locust_create_page,1439,1349,1345,1384,1399,1442,1286,1750,0.0
locust_upload_attachments,1211,980,819,1362,1486,2179,686,8901,0.0
locust_open_editor,1434,619,616,637,646,673,590,782,0.0
locust_create_blog_editor,721,803,800,826,835,860,766,944,0.0
locust_comment_page,1153,114,112,121,126,143,103,186,0.0
locust_edit_page,1425,1362,1359,1397,1409,1451,1300,1501,0.0
locust_create_blog,721,1346,1342,1379,1395,1433,1287,1518,0.0
selenium_login:open_login_page,203,168,163,172,175,184,156,790,0.0
selenium_login:login_and_view_dashboard,203,872,855,942,982,1124,795,1187,0.0
selenium_login,203,1127,1107,1200,1236,1424,1041,1951,0.0
selenium_view_page,203,480,397,758,864,1043,340,1404,0.0
selenium_create_page:open_create_page_editor,203,925,910,968,985,1008,823,3109,0.0
selenium_create_page:save_created_page,203,730,659,1098,1124,1197,567,1451,0.0
selenium_create_page,203,2321,2250,2675,2731,2876,2099,3857,0.0
selenium_edit_page:open_create_page_editor,203,2375,2363,3203,3388,3604,1289,3638,0.0
selenium_edit_page:save_edited_page,203,970,887,1309,1442,1535,679,1693,0.0
selenium_edit_page,203,3369,3541,4342,4532,4849,2028,4928,0.0
selenium_create_comment:write_comment,203,889,819,901,1341,2789,749,3003,0.0
selenium_create_comment:save_comment,203,628,628,638,642,649,588,658,0.0
selenium_create_comment,203,1937,1818,2322,2461,3724,1707,4084,0.0
selenium_view_blog,203,648,593,813,1017,1413,468,2039,0.0
selenium_view_dashboard,203,3163,3200,3436,3699,3900,2774,4267,0.0
selenium_log_out,203,220,218,226,229,247,208,533,0.0
