Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2465,2414,2689,2798,3073,2217,3692,0.0
locust_view_blog,501,1572,1140,2161,2556,14115,971,25103,0.0
locust_view_page:open_page,3321,832,553,1138,1320,5064,443,26325,0.0
locust_search_cql:recently_viewed,422,36,34,39,44,79,26,221,0.0
locust_view_dashboard,311,1864,1829,2096,2173,2457,1618,2861,0.0
locust_comment_page,301,150,143,195,206,239,107,551,0.0
locust_create_blog:blog_editor,184,383,377,409,441,487,350,552,0.0
locust_view_page:view_page_tree,3304,131,127,176,195,253,27,998,0.0
locust_view_attachment,177,131,119,179,195,231,90,312,0.0
locust_upload_attachment,310,2846,642,10326,11765,22397,368,30252,0.0
locust_search_cql:search_results,418,507,460,604,687,1786,266,8436,0.0
locust_create_blog:feel_and_publish,183,612,600,664,704,738,530,1407,0.0
locust_create_and_edit_page:create_page_editor,342,360,352,385,415,464,325,865,0.0
locust_like_page,160,46,38,55,57,121,31,348,0.0
locust_app_specific_action,347,2116,2015,2790,3069,4387,745,25734,0.0
locust_create_and_edit_page:create_page,339,613,596,656,678,856,540,2020,0.0
locust_create_and_edit_page:open_editor,333,221,216,240,259,293,195,372,0.0
locust_create_and_edit_page:edit_page,327,629,618,680,706,793,567,1392,0.0
selenium_login:open_login_page,42,132,127,132,138,260,120,322,0.0
selenium_login:login_and_view_dashboard,42,888,861,977,1039,1301,750,1473,0.0
selenium_login,42,1104,1076,1226,1270,1531,959,1679,0.0
selenium_view_page,42,573,472,1001,1033,1174,355,1243,0.0
selenium_create_page:open_create_page_editor,42,756,756,827,843,859,683,860,0.0
selenium_create_page:save_created_page,42,653,648,698,709,714,605,715,0.0
selenium_create_page,42,2056,2042,2125,2150,2178,1963,2190,0.0
selenium_edit_page:open_create_page_editor,42,1736,1613,2643,2720,2963,1019,2990,0.0
selenium_edit_page:save_edited_page,42,915,788,1237,1311,1560,638,1639,0.0
selenium_edit_page,42,2674,2449,3383,3861,3907,1773,3915,0.0
selenium_create_comment:write_comment,42,681,698,764,773,868,333,889,0.0
selenium_create_comment:save_comment,42,630,630,645,649,653,609,654,0.0
selenium_create_comment,42,1848,1751,2212,2250,2392,1478,2412,0.0
selenium_view_blog,42,1037,687,823,1382,8638,492,13563,0.0
selenium_view_dashboard,42,1773,1740,1878,1926,1966,1666,1971,0.0
selenium_app_custom_action:view_page,42,2946,2888,3445,3505,4185,1899,4616,0.0
selenium_app_custom_action,42,2946,2888,3445,3506,4186,1899,4617,0.0
selenium_log_out,42,200,200,206,211,225,192,234,0.0
