Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2144,1965,2592,2682,3324,1614,6908,0.0
locust_search_cql:recently_viewed,606,38,34,52,56,80,15,206,0.0
locust_view_attachment,250,175,150,289,322,383,100,530,0.0
locust_view_page:open_page,4609,644,656,903,1041,1182,325,2909,0.0
locust_view_blog,662,1419,1390,1988,2206,2662,481,4099,0.0
locust_create_and_edit_page:create_page_editor,503,378,321,526,535,572,210,700,0.0
locust_comment_page,421,191,194,274,293,322,96,356,0.0
locust_search_cql:search_results,600,435,411,501,520,1185,233,4046,0.0
locust_upload_attachment,406,705,671,966,1040,1237,397,1398,0.0
locust_view_page:view_page_tree,4559,119,101,194,238,364,17,574,0.0
locust_view_dashboard,502,1496,1303,1877,1908,1964,1149,2020,0.0
locust_like_page,242,63,55,91,95,103,26,130,0.0
locust_create_and_edit_page:create_page,500,678,536,918,939,972,417,1467,0.0
locust_app_specific_action,389,52,50,72,76,85,19,127,0.0
locust_create_blog:blog_editor,264,447,354,627,645,692,246,752,0.0
locust_create_and_edit_page:open_editor,496,252,220,331,340,367,154,397,0.0
locust_create_blog:feel_and_publish,264,696,556,950,970,1014,402,1145,0.0
locust_create_and_edit_page:edit_page,490,722,571,980,996,1030,448,1132,0.0
selenium_login:open_login_page,181,326,338,377,397,1218,97,1893,0.0
selenium_login:login_and_view_dashboard,181,792,779,898,937,995,657,1143,0.0
selenium_login,181,1205,1200,1354,1415,2064,850,2772,0.0
selenium_view_page,181,721,673,967,1050,1352,400,1686,0.0
selenium_create_page:open_create_page_editor,181,1074,1083,1233,1268,1594,615,2849,0.0
selenium_create_page:save_created_page,181,653,635,723,741,883,569,1289,0.0
selenium_create_page,181,2077,1997,2377,2423,2869,1697,4783,0.0
selenium_edit_page:open_create_page_editor,181,1814,1764,2676,2771,2875,1015,3034,0.0
selenium_edit_page:save_edited_page,181,999,972,1273,1333,1475,653,1553,0.0
selenium_edit_page,181,2838,2884,3631,3761,4083,1792,4147,0.0
selenium_create_comment:write_comment,181,674,661,769,825,1621,331,1859,0.0
selenium_create_comment:save_comment,181,622,620,637,645,650,606,664,0.0
selenium_create_comment,181,1804,1729,2024,2118,2725,1505,3041,0.0
selenium_view_blog,181,1042,1008,1454,1524,1690,516,2163,0.0
selenium_view_dashboard,181,1354,1561,1602,1620,1671,1010,1711,0.0
selenium_app_custom_action:view_source_editor,181,2250,2275,2935,3001,3151,1718,3192,0.0
selenium_app_custom_action:submit_source_editor_content,181,578,582,627,643,675,110,695,0.0
selenium_app_custom_action,181,2829,2854,3533,3644,3770,1861,3821,0.0
selenium_log_out,181,61,32,159,165,176,10,196,0.0
