Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1885,1841,2114,2215,2286,1649,2414,0.0
locust_view_dashboard,1335,1451,1418,1649,1738,1952,1215,3316,0.0
locust_like_page,726,24,24,29,31,55,12,256,0.0
locust_search_recently_viewed,1712,12,12,14,16,33,8,235,0.0
locust_view_page,12732,355,284,543,675,1367,198,14944,0.0
locust_create_page_editor,1414,165,161,186,197,223,134,488,0.0
locust_create_blog_editor,751,182,178,205,215,248,151,557,0.0
locust_upload_attachments,1213,945,408,924,5330,9316,288,23798,0.0
locust_comment_page,1185,49,47,55,61,80,37,729,0.0
locust_view_blog,1835,653,508,1159,1306,2060,263,11171,0.0
locust_search_cql,1709,600,571,734,820,1853,285,8575,0.0
locust_view_page_tree,12721,70,71,98,108,132,9,1375,0.0
locust_create_page,1412,298,291,329,344,406,248,1013,0.0
locust_view_attachments,734,94,83,134,152,171,66,236,0.0
locust_create_blog,751,298,291,336,353,408,244,610,0.0
locust_open_editor,1409,132,127,149,159,192,105,1286,0.0
locust_edit_page,1399,313,306,348,364,400,258,1856,0.0
selenium_login:open_login_page,276,95,92,100,107,152,84,282,0.0
selenium_login:login_and_view_dashboard,276,690,678,778,809,876,599,986,0.0
selenium_login,276,872,858,960,1000,1070,769,1159,0.0
selenium_view_page,276,500,390,728,785,925,292,9277,0.0
selenium_create_page:open_create_page_editor,276,678,674,732,756,791,567,911,0.0
selenium_create_page:save_created_page,276,600,596,615,631,668,561,690,0.0
selenium_create_page,276,1913,1910,1976,1992,2052,1799,2233,0.0
selenium_edit_page:open_create_page_editor,276,1850,2032,2584,2630,2747,937,3106,0.0
selenium_edit_page:save_edited_page,276,765,724,925,1028,1295,624,1349,0.0
selenium_edit_page,276,2636,2724,3390,3432,3646,1626,4277,0.0
selenium_create_comment:write_comment,276,493,342,764,787,831,244,847,0.0
selenium_create_comment:save_comment,276,450,612,650,656,666,120,685,0.0
selenium_create_comment,276,1368,1310,1768,1929,2170,732,2203,0.0
selenium_view_blog,276,797,544,918,1280,8215,400,18748,0.0
selenium_view_dashboard,276,1109,1086,1200,1267,1605,1001,1634,0.0
selenium_app_custom_action:view_page,276,405,405,455,466,481,308,678,0.0
selenium_app_custom_action,276,405,405,455,466,481,309,678,0.0
selenium_log_out,276,124,118,156,160,176,84,202,0.0
