Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2228,2256,2580,2678,2964,1622,3988,0.0
locust_view_page:open_page,4524,644,648,929,1036,1173,275,1651,0.0
locust_app_specific_action,436,47,45,70,73,80,18,274,0.0
locust_view_dashboard,495,1487,1308,1808,1841,1884,1133,2034,0.0
locust_create_blog:blog_editor,234,418,314,596,609,634,250,782,0.0
locust_view_blog,708,1395,1402,1923,2159,2444,495,2687,0.0
locust_comment_page,420,178,175,258,279,305,88,328,0.0
locust_like_page,260,61,49,90,92,101,22,150,0.0
locust_search_cql:recently_viewed,633,38,42,52,59,76,15,211,0.0
locust_create_and_edit_page:create_page_editor,523,370,368,506,525,551,214,594,0.0
locust_view_page:view_page_tree,4491,123,100,211,253,341,19,515,0.0
locust_create_blog:feel_and_publish,233,651,505,927,937,998,380,1083,0.0
locust_upload_attachment,420,666,627,905,997,1181,389,1285,0.0
locust_search_cql:search_results,628,432,417,481,520,1229,233,6309,0.0
locust_create_and_edit_page:create_page,517,666,803,877,906,947,412,1001,0.0
locust_create_and_edit_page:open_editor,508,244,276,319,328,373,146,401,0.0
locust_view_attachment,228,166,139,277,304,360,90,393,0.0
locust_create_and_edit_page:edit_page,501,702,831,917,931,970,448,1117,0.0
selenium_login:open_login_page,181,305,321,367,380,658,97,2131,0.0
selenium_login:login_and_view_dashboard,181,774,760,905,920,968,631,1094,0.0
selenium_login,181,1164,1170,1342,1359,1658,816,3303,0.0
selenium_view_page,181,668,580,885,960,1981,370,3127,0.0
selenium_create_page:open_create_page_editor,181,1016,1054,1137,1172,1550,636,2816,0.0
selenium_create_page:save_created_page,181,659,630,731,752,950,569,1625,0.0
selenium_create_page,181,2006,1951,2285,2351,3032,1668,5400,0.0
selenium_edit_page:open_create_page_editor,181,1824,1746,2676,2788,2982,973,3070,0.0
selenium_edit_page:save_edited_page,181,1273,913,1301,1468,20177,658,20248,0.0
selenium_edit_page,181,3121,2805,3859,4043,21845,1687,22026,0.0
selenium_create_comment:write_comment,181,663,660,709,741,1781,406,1815,0.0
selenium_create_comment:save_comment,181,620,619,638,643,655,600,676,0.0
selenium_create_comment,181,1755,1694,1942,2004,2949,1520,3332,0.0
selenium_view_blog,181,1069,1026,1499,1680,2127,491,2318,0.0
selenium_view_dashboard,181,1328,1557,1587,1597,1653,1019,1672,0.0
selenium_app_custom_action:view_source_editor,181,2191,1957,2886,3026,3388,1727,3481,0.0
selenium_app_custom_action:submit_source_editor_content,181,559,579,626,647,730,101,766,0.0
selenium_app_custom_action,181,2752,2494,3495,3676,4026,1889,4149,0.0
selenium_log_out,181,65,34,162,165,180,10,208,0.0
