Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1609,2090,2783,2848,2956,321,3287,0.0
locust_search_cql:recently_viewed,39,108,96,162,200,282,28,285,0.0
locust_view_page:open_page,289,866,800,1263,1350,1606,443,3436,0.0
locust_create_and_edit_page:create_page_editor,34,450,444,502,568,901,346,1047,0.0
locust_view_blog,36,1550,1545,1886,2004,2344,989,2489,0.0
locust_comment_page,25,269,244,347,404,515,182,546,0.0
locust_view_dashboard,34,1333,1862,2001,2019,2207,186,2295,0.0
locust_upload_attachment,34,986,962,1302,1386,1628,576,1730,0.0
locust_view_page:view_page_tree,249,348,312,623,666,746,62,848,0.0
locust_search_cql:search_results,30,339,340,642,768,1293,41,1495,0.0
locust_create_and_edit_page:create_page,29,794,785,912,947,1149,629,1224,0.0
locust_create_blog:blog_editor,17,545,555,625,696,739,415,750,0.0
locust_like_page,17,81,73,108,123,147,49,153,0.0
locust_view_attachment,15,235,228,300,339,398,127,413,0.0
locust_create_and_edit_page:open_editor,25,288,274,362,414,435,233,438,0.0
locust_create_blog:feel_and_publish,16,813,808,918,980,1042,672,1057,0.0
locust_create_and_edit_page:edit_page,15,794,738,942,1007,1085,644,1104,0.0
selenium_login:open_login_page,10,202,134,206,509,751,131,811,0.0
selenium_login:login_and_view_dashboard,10,864,872,957,986,1009,737,1015,0.0
selenium_login,10,1151,1088,1240,1574,1840,961,1907,0.0
selenium_view_page,10,967,880,1468,1561,1635,595,1653,0.0
selenium_create_page:open_create_page_editor,10,734,606,772,1325,1768,580,1879,0.0
selenium_create_page:save_created_page,10,662,602,740,964,1144,561,1189,0.0
selenium_create_page,10,2027,1858,2081,2889,3535,1780,3696,0.0
selenium_edit_page:open_create_page_editor,10,2137,2069,2914,3327,3657,1002,3740,0.0
selenium_edit_page:save_edited_page,10,3107,1202,3651,12141,18933,857,20631,0.0
selenium_edit_page,10,5265,3278,7300,15281,21665,1880,23261,0.0
selenium_create_comment:write_comment,10,759,554,1576,1588,1597,548,1599,0.0
selenium_create_comment:save_comment,10,616,616,629,630,630,604,630,0.0
selenium_create_comment,10,1820,1608,2540,2617,2679,1547,2694,0.0
selenium_view_blog,10,1172,1153,1486,1803,2056,721,2119,0.0
selenium_view_dashboard,9,1651,1642,1669,1672,1674,1637,1675,0.0
selenium_app_custom_action:view_page,9,20850,20833,20894,20957,21007,20788,21019,0.0
selenium_app_custom_action,9,20850,20833,20894,20957,21007,20788,21019,0.0
selenium_log_out,9,174,165,204,210,215,151,216,0.0
