Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,69238,77566,107841,108652,110795,4806,111672,0.0
locust_view_page,1066,28500,23610,65604,71493,77145,441,79823,0.0
locust_view_attachments,61,3339,2709,6067,6626,8074,182,8480,0.0
locust_search_recently_viewed,146,2058,1683,4616,5370,6882,17,7845,0.0
locust_upload_attachments,108,11542,10486,19352,20662,22037,803,24155,2.0
locust_view_page_tree,1027,2161,1786,4496,5549,6822,48,7730,0.0
locust_view_blog,148,32963,28248,74967,79712,80839,1915,81869,0.0
locust_search_cql,145,11292,11384,16543,18560,19007,436,19304,1.0
locust_create_page_editor,105,20099,15320,50059,53379,55994,53,56538,1.0
locust_comment_page,109,2506,2242,4451,5267,6957,164,7394,0.0
locust_create_page,103,31015,25616,73563,89689,93055,0,94529,1.0
locust_like_page,59,3537,2964,6296,8701,11187,87,12337,0.0
locust_view_dashboard,90,66753,64300,84190,85068,86613,17726,87839,0.0
locust_open_editor,95,13733,12669,22202,39876,44233,0,44373,1.0
locust_create_blog_editor,57,20127,17658,37504,47902,55047,818,56239,0.0
locust_edit_page,90,29263,26017,51890,65289,82636,0,94226,1.0
locust_create_blog,57,30268,26946,70401,89219,91049,1871,91062,0.0
selenium_login:open_login_page,5,777,277,1857,2355,2754,191,2854,0.0
selenium_login:login_and_view_dashboard,5,3753,1462,8415,10134,11509,759,11853,0.0
selenium_login,5,4615,1749,10323,12557,14344,1205,14791,0.0
selenium_view_page,5,2662,788,5630,5774,5888,663,5917,0.0
selenium_create_page:open_create_page_editor,5,2775,990,6657,8529,10027,679,10401,0.0
selenium_create_page:save_created_page,5,3519,742,9079,11632,13674,611,14185,0.0
selenium_create_page,5,11356,3681,27769,34962,40716,2293,42154,0.0
selenium_edit_page:open_create_page_editor,5,8954,3959,19793,23726,26872,1928,27659,0.0
selenium_edit_page:save_edited_page,4,2046,1313,3586,4048,4418,1045,4511,0.0
selenium_edit_page,5,10608,5406,21606,24633,27054,3148,27659,0.0
selenium_create_comment:write_comment,5,12644,1066,36038,47190,56112,599,58342,0.0
selenium_create_comment:save_comment,5,3440,611,9098,11926,14188,610,14754,0.0
selenium_create_comment,5,18160,2391,49879,64684,76528,1686,79489,0.0
selenium_view_blog,5,5668,1852,12552,13167,13659,920,13782,0.0
selenium_view_dashboard,5,20036,17464,34593,37278,39427,6331,39964,0.0
selenium_log_out,5,1806,261,4250,4382,4488,183,4514,0.0
