Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2375,2361,2504,2579,2715,2205,2746,0.0
locust_upload_attachment,325,597,525,957,1025,1262,355,1426,0.0
locust_view_page:open_page,3227,607,531,1009,1078,1194,432,1394,0.0
locust_create_and_edit_page:create_page_editor,382,347,342,368,379,406,320,419,0.0
locust_like_page,198,45,49,54,58,87,31,105,0.0
locust_view_attachment,195,126,112,180,195,232,86,248,0.0
locust_view_dashboard,356,1750,1730,1868,1898,2075,1596,2271,0.0
locust_view_page:view_page_tree,3215,120,117,160,177,201,18,298,0.0
locust_create_and_edit_page:create_page,380,583,577,614,627,663,539,824,0.0
locust_create_blog:blog_editor,174,369,366,393,402,426,348,436,0.0
locust_app_specific_action,370,12,12,13,14,24,11,31,100.0
locust_view_blog,491,1177,1102,1387,1843,1997,960,2124,0.0
locust_search_cql:recently_viewed,396,34,33,38,40,54,25,93,0.0
locust_create_and_edit_page:open_editor,371,212,209,227,233,251,195,272,0.0
locust_create_blog:feel_and_publish,174,582,577,609,621,657,545,687,0.0
locust_comment_page,298,144,140,186,195,232,106,294,0.0
locust_search_cql:search_results,392,449,444,557,602,1105,265,2375,0.0
locust_create_and_edit_page:edit_page,364,602,597,633,649,694,552,753,0.0
selenium_login:open_login_page,44,132,125,130,137,278,120,319,0.0
selenium_login:login_and_view_dashboard,44,845,825,922,975,1106,766,1122,0.0
selenium_login,44,1061,1034,1150,1219,1317,975,1332,0.0
selenium_view_page,44,538,487,852,978,1039,370,1052,0.0
selenium_create_page:open_create_page_editor,44,756,766,835,848,851,570,853,0.0
selenium_create_page:save_created_page,44,647,644,672,703,725,576,726,0.0
selenium_create_page,44,2047,2042,2141,2153,2166,1889,2172,0.0
selenium_edit_page:open_create_page_editor,44,1670,1613,2289,2645,2727,1013,2733,0.0
selenium_edit_page:save_edited_page,44,890,796,1179,1288,1397,672,1406,0.0
selenium_edit_page,44,2582,2413,3524,3590,3801,1726,3881,0.0
selenium_create_comment:write_comment,44,704,710,762,769,783,559,783,0.0
selenium_create_comment:save_comment,44,630,628,642,646,684,613,690,0.0
selenium_create_comment,44,1824,1776,2132,2217,2284,1583,2296,0.0
selenium_view_blog,44,716,671,799,1342,1380,496,1403,0.0
selenium_view_dashboard,44,1730,1708,1816,1864,1880,1663,1883,0.0
selenium_app_custom_action:view_page,44,3046,3130,3285,3306,3349,2368,3377,0.0
selenium_app_custom_action,44,3047,3130,3285,3306,3350,2368,3377,0.0
selenium_log_out,44,199,197,208,210,228,188,241,0.0
