Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,4848,4668,5669,5876,6764,3828,7297,0.0
locust_search_recently_viewed,1629,74,74,77,78,95,66,298,0.0
locust_create_blog_editor,757,822,815,844,865,927,764,2003,0.0
locust_view_page,12654,1320,1108,1535,1667,6609,1000,27363,0.0
locust_like_page,762,153,151,157,163,186,135,757,0.0
locust_view_blog,1948,2089,1483,2277,4046,18519,1113,27953,0.0
locust_search_cql,1629,680,643,828,936,1627,387,6986,0.0
locust_create_blog,755,1384,1373,1428,1448,1557,1291,4588,0.0
locust_view_page_tree,12635,102,99,118,126,154,70,684,0.0
locust_comment_page,1207,118,116,125,132,158,102,374,0.0
locust_create_page_editor,1424,800,794,826,841,894,748,3130,0.0
locust_view_dashboard,1459,3808,3728,4295,4502,5125,3177,5873,0.0
locust_upload_attachments,1184,2168,874,5828,9017,24198,687,51055,0.0
locust_create_page,1421,1381,1368,1420,1447,1519,1282,4174,0.0
locust_view_attachments,683,154,145,196,211,248,117,306,0.0
locust_open_editor,1414,630,628,650,660,690,589,2320,0.0
locust_edit_page,1408,1391,1384,1435,1463,1575,1294,3964,0.0
selenium_login:open_login_page,188,170,165,174,178,194,156,792,0.0
selenium_login:login_and_view_dashboard,188,921,905,1048,1103,1198,777,1445,0.0
selenium_login,188,1177,1158,1302,1352,1621,1018,2025,0.0
selenium_view_page,188,699,416,846,996,2960,274,21179,0.0
selenium_create_page:open_create_page_editor,188,728,714,777,799,836,643,2166,0.0
selenium_create_page:save_created_page,188,763,662,1133,1155,1265,590,1414,0.0
selenium_create_page,188,2199,2059,2564,2618,2827,1913,3983,0.0
selenium_edit_page:open_create_page_editor,188,2527,2712,3264,3334,3602,1589,3841,0.0
selenium_edit_page:save_edited_page,188,1072,966,1424,1570,1676,693,1788,0.0
selenium_edit_page,188,3622,3632,4535,4702,4943,2361,5244,0.0
selenium_create_comment:write_comment,188,673,637,711,740,2164,575,2668,0.0
selenium_create_comment:save_comment,188,625,624,633,635,646,612,674,0.0
selenium_create_comment,188,1747,1654,2048,2156,3186,1465,3714,0.0
selenium_view_blog,188,1347,624,1309,1468,17670,405,46146,0.0
selenium_view_dashboard,188,3283,3262,3704,3764,4052,2731,4259,0.0
selenium_log_out,188,225,223,233,235,258,213,520,0.0
