Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1768,1749,2405,2471,5068,877,8062,0.0
locust_view_page:open_page,581,664,664,887,995,1192,351,2835,0.0
locust_view_dashboard,63,1286,1291,1755,1778,1827,748,1858,0.0
locust_comment_page,56,87,22,210,213,253,9,282,62.0
locust_app_specific_action,70,10916,11168,13538,13945,14248,6133,14443,0.0
locust_upload_attachment,50,743,707,967,1017,1078,516,1096,0.0
locust_create_and_edit_page:create_page_editor,68,250,295,474,480,495,50,496,44.0
locust_view_page:view_page_tree,539,143,128,229,268,356,44,467,0.0
locust_like_page,29,83,66,116,180,197,32,203,0.0
locust_create_blog:blog_editor,30,287,282,548,567,616,52,634,50.0
locust_view_blog,76,1280,1176,1856,2029,2398,643,2424,54.0
locust_search_cql:recently_viewed,68,41,34,52,58,176,22,195,0.0
locust_create_and_edit_page:create_page,64,434,563,824,898,1758,0,2157,44.0
locust_create_blog:feel_and_publish,26,357,270,800,803,820,0,825,50.0
locust_search_cql:search_results,66,456,373,444,474,2608,231,2713,0.0
locust_create_and_edit_page:open_editor,57,142,195,296,301,346,0,384,46.0
locust_view_attachment,27,183,160,268,333,367,122,369,0.0
locust_create_and_edit_page:edit_page,48,403,603,850,945,983,0,983,48.0
selenium_login:open_login_page,7,588,146,1397,2305,3032,140,3214,0.0
selenium_login:login_and_view_dashboard,7,450,386,593,734,848,358,876,0.0
selenium_login,7,1124,620,2063,3119,3964,584,4175,0.0
selenium_view_page,7,997,828,1664,1805,1919,523,1947,0.0
selenium_create_page:open_create_page_editor,7,20303,20298,20337,20365,20387,20270,20392,0.0
selenium_create_page,7,20303,20298,20337,20365,20387,20270,20392,0.0
selenium_edit_page:open_create_page_editor,6,20656,20654,20676,20680,20683,20639,20684,0.0
selenium_edit_page,6,20657,20654,20676,20681,20684,20639,20685,0.0
selenium_create_comment:write_comment,6,20311,20310,20326,20328,20330,20295,20331,0.0
selenium_create_comment,6,20896,20838,21075,21150,21211,20766,21226,0.0
selenium_view_blog,6,1411,1323,1837,2002,2133,960,2166,0.0
selenium_view_dashboard,6,1228,1218,1258,1258,1258,1208,1258,0.0
selenium_app_custom_action:view_page,6,13179,13202,14268,14645,14947,11390,15022,0.0
selenium_app_custom_action,6,13179,13203,14269,14646,14947,11390,15022,0.0
selenium_log_out,6,254,250,265,266,266,245,266,0.0
