Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,197,938,937,1000,1022,1099,849,1121,0.0
locust_view_page:open_page,224,363,311,574,634,877,252,1038,0.0
locust_search_cql:recently_viewed,31,24,19,22,24,126,14,170,0.0
locust_comment_page,31,14,9,9,11,123,7,171,100.0
locust_upload_attachment,26,482,424,708,777,900,306,934,0.0
locust_view_blog,47,412,352,634,896,971,244,1018,100.0
locust_create_and_edit_page:create_page_editor,25,42,37,46,58,113,30,130,100.0
locust_like_page,17,34,32,39,53,96,19,107,0.0
locust_view_dashboard,34,828,828,878,890,904,782,910,0.0
locust_view_page:view_page_tree,175,42,41,57,64,80,19,110,0.0
locust_create_blog:blog_editor,14,41,37,43,62,87,32,93,100.0
locust_search_cql:search_results,26,521,432,485,1151,1785,297,1925,0.0
locust_view_attachment,9,118,103,161,168,174,85,175,0.0
locust_create_and_edit_page:create_page,19,0,0,0,0,0,0,0,100.0
locust_create_blog:feel_and_publish,10,0,0,0,0,0,0,0,100.0
locust_create_and_edit_page:open_editor,16,0,0,0,0,0,0,0,100.0
locust_create_and_edit_page:edit_page,11,0,0,0,0,0,0,0,100.0
selenium_login:open_login_page,5,258,105,562,711,830,104,860,0.0
selenium_login:login_and_view_dashboard,5,331,291,438,487,526,269,536,0.0
selenium_login,5,674,477,1084,1285,1446,459,1486,0.0
selenium_view_page,5,957,408,2028,2452,2791,343,2876,0.0
selenium_create_page:open_create_page_editor,5,20307,20292,20367,20390,20409,20262,20414,0.0
selenium_create_page,5,20308,20292,20367,20391,20409,20262,20414,0.0
selenium_edit_page:open_create_page_editor,4,20597,20586,20618,20625,20631,20584,20632,0.0
selenium_edit_page,4,20597,20586,20619,20626,20632,20584,20633,0.0
selenium_create_comment:write_comment,4,20326,20317,20348,20354,20360,20308,20361,0.0
selenium_create_comment,4,20842,20800,21020,21054,21081,20681,21088,0.0
selenium_view_blog,4,1038,1078,1395,1422,1444,544,1450,0.0
selenium_view_dashboard,4,729,726,778,786,793,669,795,0.0
selenium_log_out,4,108,107,116,118,119,101,119,0.0
