Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2194,2190,2270,2286,2332,2094,2351,0.0
locust_view_page:open_page,4725,612,564,854,912,981,461,1478,0.0
locust_upload_attachment,432,555,515,769,848,1023,371,1068,0.0
locust_create_blog:blog_editor,259,444,440,469,493,527,413,538,0.0
locust_create_and_edit_page:create_page_editor,521,393,390,410,429,459,355,472,0.0
locust_search_cql:recently_viewed,601,38,38,42,44,47,32,95,0.0
locust_view_attachment,277,125,110,181,198,243,87,249,0.0
locust_comment_page,443,161,152,202,214,244,125,270,0.0
locust_view_blog,656,1313,1257,1724,1819,1878,543,2003,0.0
locust_view_page:view_page_tree,4675,55,51,83,95,122,21,198,0.0
locust_create_blog:feel_and_publish,255,655,649,690,705,727,609,838,0.0
locust_create_and_edit_page:create_page,516,649,645,676,693,725,603,741,0.0
locust_search_cql:search_results,598,448,442,496,527,1810,271,2879,0.0
locust_like_page,278,59,64,69,70,73,38,87,0.0
locust_view_dashboard,512,1699,1694,1756,1779,1801,1590,1853,0.0
locust_create_and_edit_page:open_editor,510,244,241,257,270,308,224,329,0.0
locust_create_and_edit_page:edit_page,499,681,677,710,728,754,635,770,0.0
selenium_login:open_login_page,252,136,135,139,141,173,126,358,0.0
selenium_login:login_and_view_dashboard,252,650,637,714,724,742,604,762,0.0
selenium_login,252,866,851,928,939,958,811,1189,0.0
selenium_view_page,252,486,431,735,779,825,315,981,0.0
selenium_create_page:open_create_page_editor,252,686,677,759,786,824,549,1779,0.0
selenium_create_page:save_created_page,252,652,658,679,683,694,563,703,0.0
selenium_create_page,252,1975,1972,2056,2075,2124,1745,2995,0.0
selenium_edit_page:open_create_page_editor,252,1680,1573,2604,2673,2761,938,2860,0.0
selenium_edit_page:save_edited_page,252,1460,785,1172,1272,20138,613,20192,0.0
selenium_edit_page,252,3163,2609,3515,3752,21819,1624,22302,0.0
selenium_create_comment:write_comment,252,661,650,694,719,1579,548,1662,0.0
selenium_create_comment:save_comment,252,618,617,626,630,654,605,675,0.0
selenium_create_comment,252,1723,1662,1967,2021,2645,1473,2795,0.0
selenium_view_blog,252,677,616,1073,1165,1229,463,1605,0.0
selenium_view_dashboard,252,1546,1540,1569,1586,1618,1513,1643,0.0
selenium_log_out,252,139,137,144,146,157,130,199,0.0
