Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2195,2190,2270,2296,2370,2081,2443,0.0
locust_view_page:open_page,4716,616,564,858,915,1003,477,1096,0.0
locust_comment_page,422,159,150,193,206,235,128,261,0.0
locust_view_attachment,267,122,107,176,188,207,88,232,0.0
locust_view_dashboard,531,1696,1690,1751,1771,1805,1590,1858,0.0
locust_create_and_edit_page:create_page_editor,529,392,389,409,443,466,361,480,0.0
locust_search_cql:recently_viewed,600,39,38,43,45,76,31,99,0.0
locust_upload_attachment,427,556,514,779,822,971,384,1068,0.0
locust_view_blog,667,1324,1270,1724,1803,1875,574,1903,0.0
locust_view_page:view_page_tree,4677,57,54,86,98,122,20,181,0.0
locust_like_page,263,62,65,71,75,114,38,133,0.0
locust_create_and_edit_page:create_page,525,649,646,674,691,731,605,751,0.0
locust_search_cql:search_results,590,454,443,501,531,1404,274,6530,0.0
locust_create_blog:blog_editor,259,443,438,464,479,512,409,525,0.0
locust_create_and_edit_page:open_editor,518,245,241,255,285,307,222,322,0.0
locust_create_blog:feel_and_publish,257,655,651,689,710,737,609,775,0.0
locust_create_and_edit_page:edit_page,515,680,676,704,729,763,635,777,0.0
selenium_login:open_login_page,250,135,134,138,139,166,127,352,0.0
selenium_login:login_and_view_dashboard,250,654,644,707,717,747,603,782,0.0
selenium_login,250,869,860,919,933,972,814,1166,0.0
selenium_view_page,250,485,422,746,777,827,332,1610,0.0
selenium_create_page:open_create_page_editor,250,683,676,757,785,852,534,1856,0.0
selenium_create_page:save_created_page,250,651,657,677,682,704,563,728,0.0
selenium_create_page,250,1972,1970,2057,2085,2147,1771,3127,0.0
selenium_edit_page:open_create_page_editor,250,1685,1588,2593,2641,2791,930,2836,0.0
selenium_edit_page:save_edited_page,250,1544,779,1188,1310,20183,609,20212,0.0
selenium_edit_page,250,3252,2636,3462,3831,22115,1615,22453,0.0
selenium_create_comment:write_comment,250,653,650,691,714,1587,550,1617,0.0
selenium_create_comment:save_comment,250,617,616,627,630,635,605,647,0.0
selenium_create_comment,250,1711,1650,1954,2010,2535,1475,2616,0.0
selenium_view_blog,250,687,634,1111,1180,1249,434,1481,0.0
selenium_view_dashboard,250,1548,1542,1568,1587,1634,1513,1687,0.0
selenium_log_out,250,139,138,143,145,155,130,199,0.0
