Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,2065,2056,2603,2674,2761,1517,4922,0.0
locust_view_page:open_page,4718,668,645,929,1052,1233,316,2491,0.0
locust_like_page,239,60,54,86,89,117,25,135,0.0
locust_create_blog:blog_editor,268,438,402,546,562,597,320,652,0.0
locust_create_and_edit_page:create_page_editor,507,377,406,470,481,519,260,1071,0.0
locust_view_dashboard,518,1489,1328,1938,1963,2009,1048,2137,0.0
locust_search_cql:recently_viewed,625,37,35,50,54,82,16,198,0.0
locust_view_blog,744,1275,1248,1768,1868,2307,522,2391,0.0
locust_upload_attachment,445,749,709,1020,1108,1274,468,1401,0.0
locust_comment_page,393,213,205,300,324,365,117,1430,0.0
locust_view_page:view_page_tree,4678,243,219,442,518,664,16,1012,0.0
locust_create_blog:feel_and_publish,265,700,651,841,853,890,535,1755,0.0
locust_create_and_edit_page:create_page,503,686,727,829,844,880,493,1309,0.0
locust_search_cql:search_results,619,462,420,517,543,1832,219,7696,0.0
locust_create_and_edit_page:open_editor,494,252,260,299,308,338,178,552,0.0
locust_view_attachment,251,184,158,297,322,364,110,377,0.0
locust_create_and_edit_page:edit_page,486,731,766,862,882,909,532,984,0.0
selenium_login:open_login_page,251,137,105,157,162,172,91,3939,0.0
selenium_login:login_and_view_dashboard,251,653,648,699,714,739,546,899,0.0
selenium_login,251,867,851,910,936,964,730,4912,0.0
selenium_view_page,251,666,646,783,856,1144,365,2181,0.0
selenium_create_page:open_create_page_editor,251,670,638,749,761,809,556,2720,0.0
selenium_create_page:save_created_page,251,628,608,671,681,691,561,1840,0.0
selenium_create_page,251,1918,1892,2020,2052,2094,1429,5188,0.0
selenium_edit_page:open_create_page_editor,251,1576,1522,2254,2590,2691,947,2720,0.0
selenium_edit_page:save_edited_page,251,1236,905,1146,1284,20136,637,20643,0.0
selenium_edit_page,251,2833,2447,3364,3643,21770,1715,22917,0.0
selenium_create_comment:write_comment,251,554,655,749,767,840,254,1796,0.0
selenium_create_comment:save_comment,251,613,611,624,630,660,598,666,0.0
selenium_create_comment,251,1630,1649,1922,2012,2088,1222,2940,0.0
selenium_view_blog,251,821,793,1133,1298,1380,495,1647,0.0
selenium_view_dashboard,251,1000,997,1029,1046,1090,887,1134,0.0
selenium_app_custom_action:view_page,251,827,817,866,894,980,654,1612,0.0
selenium_app_custom_action,251,827,817,866,894,980,654,1612,0.0
selenium_log_out,251,105,103,111,114,154,92,171,0.0
