Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1599,1598,1668,1683,1707,1506,1737,0.0
locust_view_page:open_page,4470,359,318,575,631,687,253,787,0.0
locust_like_page,232,28,30,34,35,44,17,103,0.0
locust_search_cql:recently_viewed,591,15,14,16,18,21,11,61,0.0
locust_create_blog:blog_editor,270,222,218,238,249,308,185,327,0.0
locust_view_attachment,226,96,84,140,148,164,70,175,0.0
locust_view_blog,697,616,568,1044,1102,1178,290,1272,0.0
locust_view_dashboard,523,1178,1171,1230,1255,1291,1106,1362,0.0
locust_app_specific_action,418,27,23,39,42,48,17,102,0.0
locust_view_page:view_page_tree,4435,41,39,57,64,81,15,122,0.0
locust_create_and_edit_page:create_page_editor,552,199,197,217,225,265,167,285,0.0
locust_search_cql:search_results,587,452,442,508,543,1570,251,4205,0.0
locust_comment_page,426,65,64,75,79,90,49,127,0.0
locust_create_blog:feel_and_publish,266,351,348,380,392,428,310,441,0.0
locust_upload_attachment,434,421,366,629,666,820,284,890,0.0
locust_create_and_edit_page:create_page,549,342,339,367,382,426,305,430,0.0
locust_create_and_edit_page:open_editor,544,147,144,160,167,206,127,233,0.0
locust_create_and_edit_page:edit_page,539,361,358,387,402,438,317,464,0.0
selenium_login:open_login_page,201,280,314,346,369,448,99,611,0.0
selenium_login:login_and_view_dashboard,201,667,660,708,723,762,587,768,0.0
selenium_login,201,1036,1067,1139,1159,1235,792,1405,0.0
selenium_view_page,201,574,529,814,855,909,345,933,0.0
selenium_create_page:open_create_page_editor,201,1142,1196,1269,1308,1354,748,1367,0.0
selenium_create_page:save_created_page,201,661,653,720,740,777,578,793,0.0
selenium_create_page,201,1948,1989,2098,2133,2208,1542,2237,0.0
selenium_edit_page:open_create_page_editor,201,1881,2060,2689,2804,2893,1035,3109,0.0
selenium_edit_page:save_edited_page,201,851,814,989,1118,1180,603,1510,0.0
selenium_edit_page,201,2758,2936,3563,3746,3964,1746,4188,0.0
selenium_create_comment:write_comment,201,615,683,826,838,873,249,951,0.0
selenium_create_comment:save_comment,201,573,625,654,670,676,134,694,0.0
selenium_create_comment,201,1664,1729,2019,2130,2179,842,2238,0.0
selenium_view_blog,201,658,602,1127,1155,1192,468,1213,0.0
selenium_view_dashboard,201,1025,1020,1061,1077,1147,976,1220,0.0
selenium_app_custom_action:view_source_editor,201,2260,1983,3070,3162,3598,1747,3935,0.0
selenium_app_custom_action:submit_source_editor_content,201,498,584,645,660,699,101,933,0.0
selenium_app_custom_action,201,2759,2550,3656,3766,4268,1875,4632,0.0
selenium_log_out,201,67,42,132,145,178,10,202,0.0
