Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,79094,83192,118294,118922,120147,4845,121164,0.0
locust_view_page,968,31243,25502,69968,82247,86280,746,91139,0.0
locust_create_page_editor,94,24559,18080,61392,63831,65059,801,65578,1.0
locust_view_page_tree,937,2348,1965,5238,6065,7245,104,9047,0.0
locust_view_attachments,54,4365,3726,7450,8098,8554,563,8580,0.0
locust_view_dashboard,93,68962,66668,90514,92086,93353,12445,95710,0.0
locust_create_page,92,36829,29666,86587,99272,103712,1427,107428,1.0
locust_view_blog,139,37095,31314,71142,91768,94475,2272,102646,1.0
locust_like_page,49,4468,3579,11154,12338,13809,91,14203,0.0
locust_open_editor,81,16299,14151,31425,40701,49458,0,50633,1.0
locust_search_recently_viewed,129,2369,1881,5910,6591,7179,17,7481,2.0
locust_upload_attachments,79,13567,12058,22092,23008,25879,2346,26028,0.0
locust_comment_page,86,2899,2377,5770,6661,7455,196,7763,0.0
locust_edit_page,79,31678,29514,58442,99837,108025,0,108243,1.0
locust_create_blog_editor,54,22002,18286,40984,61321,64546,1906,64997,0.0
locust_search_cql,126,12856,11783,20054,21307,35194,2345,44665,1.0
locust_create_blog,54,36247,31288,74328,95984,104211,3210,104775,0.0
selenium_login:open_login_page,4,649,416,1245,1411,1543,189,1576,0.0
selenium_login:login_and_view_dashboard,4,4526,3086,9235,10200,10973,769,11166,0.0
selenium_login,4,5260,3500,10565,11697,12602,1212,12828,0.0
selenium_view_page,4,1826,1541,3041,3297,3502,671,3553,0.0
selenium_create_page:open_create_page_editor,4,2446,1082,5175,6022,6700,750,6869,0.0
selenium_create_page:save_created_page,4,3201,1255,7195,8392,9350,705,9590,0.0
selenium_create_page,4,10782,5458,22859,26135,28757,2802,29412,0.0
selenium_edit_page:open_create_page_editor,4,9720,5750,19360,22007,24125,2726,24655,0.0
selenium_edit_page:save_edited_page,3,2413,2935,3231,3268,3298,999,3305,0.0
selenium_edit_page,4,11547,8894,20248,22451,24214,3746,24655,0.0
selenium_create_comment:write_comment,4,16605,1686,44358,53392,60618,623,62425,0.0
selenium_create_comment:save_comment,4,6334,613,16636,20069,22815,608,23502,0.0
selenium_create_comment,4,25203,3610,65651,78803,89325,1636,91955,0.0
selenium_view_blog,4,10010,2798,24389,28966,32628,901,33543,0.0
selenium_view_dashboard,4,23544,23770,35918,38072,39794,6410,40225,0.0
selenium_log_out,4,2252,1772,4636,4965,5229,169,5295,0.0
