Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1972,2218,2393,2437,2516,1306,2555,0.0
locust_view_page:open_page,4478,615,620,832,1016,1139,322,1251,0.0
locust_app_specific_action,530,312,275,493,597,698,150,836,0.0
locust_comment_page,486,179,208,241,255,276,96,303,0.0
locust_like_page,236,66,59,86,88,99,30,122,0.0
locust_create_blog:blog_editor,258,448,536,577,588,623,269,635,0.0
locust_create_and_edit_page:create_page_editor,511,377,444,490,498,516,228,556,0.0
locust_view_dashboard,487,1469,1377,1821,1849,1926,943,2045,0.0
locust_upload_attachment,439,673,629,925,1050,1284,382,1692,0.0
locust_view_blog,711,1296,1317,1770,2018,2350,613,2472,0.0
locust_view_page:view_page_tree,4437,134,119,206,243,340,24,908,0.0
locust_create_blog:feel_and_publish,255,699,822,889,905,941,445,1104,0.0
locust_search_cql:recently_viewed,600,37,36,50,53,67,18,112,0.0
locust_create_and_edit_page:create_page,504,672,778,864,876,900,427,922,0.0
locust_search_cql:search_results,596,435,411,480,550,1480,212,5740,0.0
locust_create_and_edit_page:open_editor,500,249,268,311,318,337,159,372,0.0
locust_create_and_edit_page:edit_page,495,720,847,931,946,987,461,1009,0.0
locust_view_attachment,235,176,150,287,313,334,103,405,0.0
selenium_login:open_login_page,226,144,143,147,149,153,135,384,0.0
selenium_login:login_and_view_dashboard,226,801,794,852,869,894,739,908,0.0
selenium_login,226,1032,1022,1082,1099,1131,970,1352,0.0
selenium_view_page,226,574,508,796,1094,1132,400,1170,0.0
selenium_create_page:open_create_page_editor,226,799,780,900,933,960,646,974,0.0
selenium_create_page:save_created_page,226,641,634,676,685,695,585,701,0.0
selenium_create_page,226,2089,2072,2186,2223,2268,1931,2322,0.0
selenium_edit_page:open_create_page_editor,226,2041,2144,2728,2788,2946,1054,3017,0.0
selenium_edit_page:save_edited_page,226,1082,1002,1378,1444,1640,823,1746,0.0
selenium_edit_page,226,3148,3196,3910,4040,4212,1944,4661,0.0
selenium_create_comment:write_comment,226,681,678,740,764,824,357,849,0.0
selenium_create_comment:save_comment,226,630,629,643,650,657,615,659,0.0
selenium_create_comment,226,1790,1739,1960,2086,2160,1490,2199,0.0
selenium_view_blog,226,999,944,1413,1532,1617,520,1681,0.0
selenium_view_dashboard,226,1653,1650,1676,1686,1740,1623,1748,0.0
selenium_app_custom_action:view_page,226,365,361,382,394,430,287,778,0.0
selenium_app_custom_action,226,365,361,382,394,430,287,778,0.0
selenium_log_out,226,173,161,214,219,230,142,239,0.0
