Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
jmeter_clone_repo_via_ssh,13,6500,6241,7308,7866,8501,5381,8660,0.0
jmeter_create_repo_shallow_copy,20,29,27,34,35,41,24,43,0.0
jmeter_git_add,14969,3,3,3,4,6,1,47,0.0
jmeter_git_commit,14969,5,5,7,7,11,3,63,0.0
jmeter_git_push_via_ssh,9836,346,303,538,618,730,205,994,0.0
jmeter_git_fetch_via_ssh,9832,249,230,270,360,780,145,1489,0.0
jmeter_clone_repo_via_http,7,6934,7017,8115,8469,8752,5427,8823,0.0
jmeter_git_push_via_http,5133,336,274,604,707,854,217,1583,0.0
jmeter_git_fetch_via_http,5132,162,118,287,372,798,87,1446,0.0
selenium_login:open_login_page,807,261,264,293,302,345,143,428,0.0
selenium_login:login_get_started,48,331,320,369,392,541,275,643,0.0
selenium_login,807,295,278,314,532,616,215,1165,0.0
selenium_view_dashboard,48,767,387,1765,2196,2882,266,2924,0.0
selenium_create_pull_request:create_pull_request,48,6918,6846,7283,7415,9671,6035,11610,0.0
selenium_create_pull_request:merge_pull_request,48,1767,1792,2336,2649,2824,785,2831,0.0
selenium_create_pull_request,48,9757,9528,10782,10951,12398,8430,13449,0.0
selenium_view_projects,48,459,442,490,519,696,400,849,0.0
selenium_view_project_repositories,48,291,270,320,367,636,245,762,0.0
selenium_view_repository,48,435,401,510,722,836,312,849,0.0
selenium_view_list_pull_requests,48,384,361,432,446,751,312,999,0.0
selenium_view_pull_request_overview,48,776,752,1060,1109,1204,435,1252,0.0
selenium_view_pull_request_diff,48,594,573,781,800,889,441,949,0.0
selenium_view_pull_request_commits,48,986,948,1053,1347,1509,871,1512,0.0
selenium_comment_pull_request_file,48,1211,1196,1320,1367,1536,1043,1613,0.0
selenium_comment_pull_request_overview,48,830,847,1068,1104,1157,452,1177,0.0
selenium_view_branches,48,846,838,892,902,928,797,948,0.0
selenium_view_commits,48,1202,1184,1304,1356,1493,1073,1573,0.0
selenium_log_out,48,163,159,175,192,203,151,211,0.0
