Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %
locust_login_and_view_dashboard,200,1661,1684,1858,1879,1932,1395,2028,0.0
locust_view_page:open_page,483,679,688,945,1043,1251,351,1326,0.0
locust_view_blog,54,1115,1103,1266,1353,1656,731,1782,56.00000000000001
locust_create_blog:blog_editor,26,218,92,394,396,399,69,400,54.0
locust_create_and_edit_page:create_page_editor,59,205,284,316,321,333,60,336,42.0
locust_comment_page,43,85,23,177,182,185,17,186,56.00000000000001
locust_search_cql:recently_viewed,56,42,47,57,59,67,19,69,0.0
locust_upload_attachment,43,747,655,1074,1095,1273,485,1336,0.0
locust_view_dashboard,64,1258,1258,1349,1373,1433,1153,1447,0.0
locust_view_page:view_page_tree,438,189,178,319,358,422,43,504,0.0
locust_like_page,32,67,64,91,94,96,31,96,0.0
locust_create_blog:feel_and_publish,26,277,0,614,618,633,0,638,54.0
locust_create_and_edit_page:create_page,54,312,534,583,595,613,0,619,44.0
locust_app_specific_action,44,353,304,585,746,781,209,789,0.0
locust_search_cql:search_results,50,380,406,438,459,513,215,553,0.0
locust_view_attachment,28,169,148,286,303,341,110,353,0.0
locust_create_and_edit_page:open_editor,43,107,186,216,227,253,0,262,49.0
locust_create_and_edit_page:edit_page,36,314,286,654,668,686,0,690,50.0
selenium_login:open_login_page,7,177,139,249,327,390,136,406,0.0
selenium_login:login_and_view_dashboard,7,381,383,417,433,447,343,450,0.0
selenium_login,7,645,604,751,846,923,565,942,0.0
selenium_view_page,7,610,512,829,1055,1235,446,1280,0.0
selenium_create_page:open_create_page_editor,7,20286,20288,20297,20297,20298,20274,20298,0.0
selenium_create_page,7,20286,20288,20297,20297,20298,20274,20298,0.0
selenium_edit_page:open_create_page_editor,7,20635,20635,20642,20644,20646,20628,20647,0.0
selenium_edit_page,7,20636,20635,20642,20644,20646,20629,20647,0.0
selenium_create_comment:write_comment,6,20303,20299,20315,20320,20325,20294,20326,0.0
selenium_create_comment,6,20787,20745,20876,20922,20960,20738,20969,0.0
selenium_view_blog,6,1414,1238,1937,2024,2094,1060,2111,0.0
selenium_view_dashboard,6,1214,1212,1227,1228,1229,1199,1229,0.0
selenium_app_custom_action:view_page,6,337,324,368,383,395,320,398,0.0
selenium_app_custom_action,6,338,324,368,384,396,320,399,0.0
selenium_log_out,6,222,204,267,298,322,195,328,0.0
